Localidade,CodigoIBGE,I2000,I2010
Itaquaquecetuba,3523107,0.592,0.714
Itararé,3523206,0.588,0.703
Itariri,3523305,0.596,0.677
Itatiba,3523404,0.705,0.778
Itatinga,3523503,0.595,0.706
Itirapina,3523602,0.665,0.724
Itirapuã,3523701,0.586,0.707
Itobi,3523800,0.607,0.717
Itu,3523909,0.697,0.773
Itupeva,3524006,0.662,0.762
Ituverava,3524105,0.701,0.765
Jaborandi,3524204,0.619,0.711
Jaboticabal,3524303,0.699,0.778
Jacareí,3524402,0.7,0.777
Jaci,3524501,0.633,0.723
Jacupiranga,3524600,0.618,0.717
Jaguariúna,3524709,0.715,0.784
Jales,3524808,0.7,0.776
Jambeiro,3524907,0.645,0.756
Jandira,3525003,0.667,0.76
Jardinópolis,3525102,0.66,0.735
Jarinu,3525201,0.604,0.733
Jaú,3525300,0.705,0.778
Jeriquara,3525409,0.535,0.703
Joanópolis,3525508,0.589,0.699
João Ramalho,3525607,0.621,0.741
José Bonifácio,3525706,0.681,0.777
Júlio Mesquita,3525805,0.613,0.716
Jumirim,3525854,0.641,0.741
Jundiaí,3525904,0.744,0.822
Junqueirópolis,3526001,0.649,0.745
Juquiá,3526100,0.618,0.7
Juquitiba,3526209,0.583,0.709
Lagoinha,3526308,0.583,0.693
Laranjal Paulista,3526407,0.661,0.729
Lavínia,3526506,0.646,0.721
Lavrinhas,3526605,0.618,0.729
Leme,3526704,0.635,0.744
Lençóis Paulista,3526803,0.697,0.764
Limeira,3526902,0.7,0.775
Lindóia,3527009,0.685,0.742
Lins,3527108,0.723,0.786
Lorena,3527207,0.699,0.766
Lourdes,3527256,0.618,0.742
Louveira,3527306,0.665,0.777
Lucélia,3527405,0.665,0.752
Lucianópolis,3527504,0.598,0.733
Luís Antônio,3527603,0.672,0.731
Luiziânia,3527702,0.602,0.702
Lupércio,3527801,0.592,0.724
Lutécia,3527900,0.657,0.72
Macatuba,3528007,0.641,0.77
Macaubal,3528106,0.666,0.743
Macedônia,3528205,0.619,0.74
Magda,3528304,0.673,0.753
Mairinque,3528403,0.658,0.743
Mairiporã,3528502,0.682,0.788
Manduri,3528601,0.63,0.739
Marabá Paulista,3528700,0.584,0.677
Maracaí,3528809,0.679,0.771
Marapoama,3528858,0.613,0.752
Mariápolis,3528908,0.634,0.718
Marília,3529005,0.725,0.798
Marinópolis,3529104,0.597,0.731
Martinópolis,3529203,0.645,0.721
Matão,3529302,0.687,0.773
Mauá,3529401,0.664,0.766
Mendonça,3529500,0.666,0.744
Meridiano,3529609,0.621,0.731
Mesópolis,3529658,0.627,0.724
Miguelópolis,3529708,0.649,0.741
Mineiros do Tietê,3529807,0.642,0.73
Miracatu,3529906,0.563,0.697
Mira Estrela,3530003,0.626,0.743
Mirandópolis,3530102,0.679,0.751
Mirante do Paranapanema,3530201,0.63,0.724
Mirassol,3530300,0.709,0.762
Mirassolândia,3530409,0.634,0.738
Mococa,3530508,0.678,0.762
Mogi das Cruzes,3530607,0.701,0.783
Mogi Guaçu,3530706,0.701,0.774
Moji Mirim,3530805,0.718,0.784
Mombuca,3530904,0.606,0.719
Monções,3531001,0.647,0.772
Mongaguá,3531100,0.64,0.754
Monte Alegre do Sul,3531209,0.675,0.759
Monte Alto,3531308,0.703,0.768
Monte Aprazível,3531407,0.704,0.785
Monte Azul Paulista,3531506,0.662,0.753
Monte Castelo,3531605,0.639,0.741
Monteiro Lobato,3531704,0.613,0.71
Monte Mor,3531803,0.62,0.733
Morro Agudo,3531902,0.619,0.712
Morungaba,3532009,0.646,0.715
Motuca,3532058,0.655,0.741
Murutinga do Sul,3532108,0.668,0.726
Nantes,3532157,0.629,0.714
Narandiba,3532207,0.587,0.718
Natividade da Serra,3532306,0.497,0.655
Nazaré Paulista,3532405,0.527,0.678
Neves Paulista,3532504,0.693,0.754
Nhandeara,3532603,0.701,0.751
Nipoã,3532702,0.607,0.713
Nova Aliança,3532801,0.666,0.738
Nova Campina,3532827,0.525,0.651
Nova Canaã Paulista,3532843,0.612,0.715
Nova Castilho,3532868,0.633,0.756
Nova Europa,3532900,0.678,0.765
Nova Granada,3533007,0.654,0.739
Nova Guataporanga,3533106,0.639,0.726
Nova Independência,3533205,0.644,0.735
Novais,3533254,0.593,0.719
Nova Luzitânia,3533304,0.663,0.743
Nova Odessa,3533403,0.705,0.791
Novo Horizonte,3533502,0.679,0.753
Nuporanga,3533601,0.643,0.746
Ocauçu,3533700,0.628,0.717
Óleo,3533809,0.631,0.73
Olímpia,3533908,0.686,0.773
Onda Verde,3534005,0.615,0.738
Oriente,3534104,0.667,0.77
Orindiúva,3534203,0.669,0.767
Orlândia,3534302,0.701,0.78
Osasco,3534401,0.706,0.776
Oscar Bressane,3534500,0.684,0.749
Osvaldo Cruz,3534609,0.705,0.762
Ourinhos,3534708,0.696,0.778
Ouroeste,3534757,0.668,0.77
Ouro Verde,3534807,0.578,0.692
Pacaembu,3534906,0.66,0.725
Palestina,3535002,0.635,0.732
Palmares Paulista,3535101,0.574,0.722
Palmeira d'Oeste,3535200,0.653,0.753
Palmital,3535309,0.671,0.746
Panorama,3535408,0.635,0.722
Paraguaçu Paulista,3535507,0.663,0.762
Paraibuna,3535606,0.623,0.719
Paraíso,3535705,0.631,0.749
Paranapanema,3535804,0.613,0.717
Paranapuã,3535903,0.644,0.732
Parapuã,3536000,0.625,0.737
Pardinho,3536109,0.627,0.727
Pariquera-Açu,3536208,0.623,0.736
Parisi,3536257,0.646,0.721
Patrocínio Paulista,3536307,0.658,0.73
Paulicéia,3536406,0.603,0.711
Paulínia,3536505,0.722,0.795
Paulistânia,3536570,0.63,0.718
Paulo de Faria,3536604,0.643,0.725
Pederneiras,3536703,0.663,0.739
Pedra Bela,3536802,0.548,0.677
Pedranópolis,3536901,0.611,0.742
Pedregulho,3537008,0.626,0.715
Pedreira,3537107,0.667,0.769
Pedrinhas Paulista,3537156,0.73,0.774
Pedro de Toledo,3537206,0.595,0.696
Penápolis,3537305,0.686,0.759
Pereira Barreto,3537404,0.664,0.766
Pereiras,3537503,0.648,0.736
Peruíbe,3537602,0.655,0.749
Piacatu,3537701,0.644,0.732
Piedade,3537800,0.617,0.716
Pilar do Sul,3537909,0.623,0.69
Pindamonhangaba,3538006,0.694,0.773
Pindorama,3538105,0.645,0.737
Pinhalzinho,3538204,0.613,0.725
Piquerobi,3538303,0.619,0.711
Piquete,3538501,0.69,0.757
Piracaia,3538600,0.62,0.739
Piracicaba,3538709,0.71,0.785
Piraju,3538808,0.667,0.758
Pirajuí,3538907,0.669,0.749
Pirangi,3539004,0.674,0.756
Pirapora do Bom Jesus,3539103,0.621,0.727
Pirapozinho,3539202,0.668,0.776
Pirassununga,3539301,0.715,0.801
Piratininga,3539400,0.683,0.779
Pitangueiras,3539509,0.627,0.723
Planalto,3539608,0.605,0.719
Platina,3539707,0.564,0.719
Poá,3539806,0.699,0.771
Poloni,3539905,0.7,0.766
Pompéia,3540002,0.719,0.786
Pongaí,3540101,0.669,0.755
Pontal,3540200,0.595,0.725
Pontalinda,3540259,0.602,0.702
Pontes Gestal,3540309,0.621,0.732
Populina,3540408,0.601,0.714
Porangaba,3540507,0.619,0.703
Porto Feliz,3540606,0.646,0.758
Porto Ferreira,3540705,0.688,0.751
Potim,3540754,0.6,0.697
Potirendaba,3540804,0.674,0.747
Pracinha,3540853,0.57,0.696
Pradópolis,3540903,0.644,0.733
Praia Grande,3541000,0.686,0.754
Pratânia,3541059,0.621,0.701
Presidente Alves,3541109,0.642,0.735
Presidente Bernardes,3541208,0.671,0.757
Presidente Epitácio,3541307,0.665,0.75
Presidente Prudente,3541406,0.746,0.806
Presidente Venceslau,3541505,0.701,0.763
Promissão,3541604,0.653,0.743
Quadra,3541653,0.567,0.678
Quatá,3541703,0.653,0.738
Queiroz,3541802,0.572,0.715
Queluz,3541901,0.615,0.722
Quintana,3542008,0.634,0.732
Rafard,3542107,0.648,0.745
Rancharia,3542206,0.68,0.751
Redenção da Serra,3542305,0.552,0.657
Regente Feijó,3542404,0.691,0.768
Reginópolis,3542503,0.64,0.728
Registro,3542602,0.65,0.754
Restinga,3542701,0.62,0.705
Ribeira,3542800,0.574,0.698
Ribeirão Bonito,3542909,0.645,0.712
Ribeirão Branco,3543006,0.462,0.639
Ribeirão Corrente,3543105,0.572,0.711
Ribeirão do Sul,3543204,0.603,0.747
Ribeirão dos Índios,3543238,0.612,0.721
Ribeirão Grande,3543253,0.56,0.705
Ribeirão Pires,3543303,0.718,0.784
Ribeirão Preto,3543402,0.733,0.8
Riversul,3543501,0.555,0.664
Rifaina,3543600,0.624,0.74
Rincão,3543709,0.634,0.734
Rinópolis,3543808,0.655,0.723
Rio Claro,3543907,0.734,0.803
Rio das Pedras,3544004,0.664,0.759
Rio Grande da Serra,3544103,0.625,0.749
Riolândia,3544202,0.602,0.703
Rosana,3544251,0.688,0.764
Roseira,3544301,0.642,0.737
Rubiácea,3544400,0.637,0.721
Rubinéia,3544509,0.677,0.759
Sabino,3544608,0.623,0.728
Sagres,3544707,0.601,0.73
Sales,3544806,0.647,0.751
Sales Oliveira,3544905,0.659,0.772
Salesópolis,3545001,0.621,0.732
Salmourão,3545100,0.607,0.719
Saltinho,3545159,0.751,0.791
Salto,3545209,0.693,0.78
Salto de Pirapora,3545308,0.63,0.729
Salto Grande,3545407,0.623,0.704
Sandovalina,3545506,0.646,0.709
Santa Adélia,3545605,0.643,0.76
Santa Albertina,3545704,0.657,0.728
Santa Bárbara d'Oeste,3545803,0.688,0.781
Santa Branca,3546009,0.657,0.735
Santa Clara d'Oeste,3546108,0.608,0.733
Santa Cruz da Conceição,3546207,0.691,0.79
Santa Cruz da Esperança,3546256,0.674,0.743
Santa Cruz das Palmeiras,3546306,0.632,0.728
Santa Cruz do Rio Pardo,3546405,0.672,0.762
Santa Ernestina,3546504,0.644,0.738
Santa Fé do Sul,3546603,0.706,0.784
Santa Gertrudes,3546702,0.644,0.737
Santa Isabel,3546801,0.628,0.738
Santa Lúcia,3546900,0.669,0.737
Santa Maria da Serra,3547007,0.59,0.686
Santa Mercedes,3547106,0.631,0.739
Santana da Ponte Pensa,3547205,0.683,0.773
Santana de Parnaíba,3547304,0.713,0.814
Santa Rita d'Oeste,3547403,0.632,0.761
Santa Rita do Passa Quatro,3547502,0.721,0.775
Santa Rosa de Viterbo,3547601,0.655,0.77
Santa Salete,3547650,0.673,0.772
Santo Anastácio,3547700,0.684,0.753
Santo André,3547809,0.738,0.815
Santo Antônio da Alegria,3547908,0.607,0.702
Santo Antônio de Posse,3548005,0.619,0.702
Santo Antônio do Aracanguá,3548054,0.659,0.757
Santo Antônio do Jardim,3548104,0.615,0.714
Santo Antônio do Pinhal,3548203,0.616,0.706
Santo Expedito,3548302,0.666,0.732
Santópolis do Aguapeí,3548401,0.642,0.74
Santos,3548500,0.785,0.84
São Bento do Sapucaí,3548609,0.601,0.72
São Bernardo do Campo,3548708,0.74,0.805
São Caetano do Sul,3548807,0.82,0.862
São Carlos,3548906,0.736,0.805
São Francisco,3549003,0.631,0.723
São João da Boa Vista,3549102,0.722,0.797
São João das Duas Pontes,3549201,0.642,0.72
São João de Iracema,3549250,0.677,0.748
São João do Pau d'Alho,3549300,0.641,0.75
São Joaquim da Barra,3549409,0.686,0.762
São José da Bela Vista,3549508,0.581,0.693
São José do Barreiro,3549607,0.614,0.684
São José do Rio Pardo,3549706,0.701,0.774
São José do Rio Preto,3549805,0.745,0.797
São José dos Campos,3549904,0.739,0.807
São Lourenço da Serra,3549953,0.6,0.728
São Luís do Paraitinga,3550001,0.575,0.697
São Manuel,3550100,0.645,0.744
São Miguel Arcanjo,3550209,0.587,0.71
São Paulo,3550308,0.733,0.805
São Pedro,3550407,0.677,0.755
São Pedro do Turvo,3550506,0.599,0.703
São Roque,3550605,0.69,0.768
São Sebastião,3550704,0.663,0.772
São Sebastião da Grama,3550803,0.606,0.701
São Simão,3550902,0.689,0.766
São Vicente,3551009,0.689,0.768
Sarapuí,3551108,0.598,0.707
Sarutaiá,3551207,0.534,0.688
Sebastianópolis do Sul,3551306,0.671,0.773
Serra Azul,3551405,0.596,0.686
Serrana,3551504,0.612,0.729
Serra Negra,3551603,0.704,0.767
Sertãozinho,3551702,0.692,0.761
Sete Barras,3551801,0.546,0.673
Severínia,3551900,0.638,0.715
Silveiras,3552007,0.574,0.678
Socorro,3552106,0.63,0.729
Sorocaba,3552205,0.721,0.798
Sud Mennucci,3552304,0.649,0.747
Sumaré,3552403,0.658,0.762
Suzano,3552502,0.662,0.765
Suzanápolis,3552551,0.591,0.699
Tabapuã,3552601,0.658,0.735
Tabatinga,3552700,0.606,0.704
Taboão da Serra,3552809,0.689,0.769
Taciba,3552908,0.621,0.723
Taguaí,3553005,0.611,0.709
Taiaçu,3553104,0.62,0.71
Taiúva,3553203,0.697,0.76
Tambaú,3553302,0.621,0.731
Tanabi,3553401,0.668,0.748
Tapiraí,3553500,0.579,0.681
Tapiratiba,3553609,0.643,0.751
Taquaral,3553658,0.627,0.759
Taquaritinga,3553708,0.664,0.748
Taquarituba,3553807,0.591,0.701
Taquarivaí,3553856,0.498,0.679
Tarabai,3553906,0.611,0.726
Tarumã,3553955,0.654,0.753
Tatuí,3554003,0.672,0.752
Taubaté,3554102,0.734,0.8
Tejupá,3554201,0.54,0.668
Teodoro Sampaio,3554300,0.625,0.741
Terra Roxa,3554409,0.609,0.749
Tietê,3554508,0.698,0.778
Timburi,3554607,0.593,0.71
Torre de Pedra,3554656,0.575,0.714
Torrinha,3554706,0.667,0.744
Trabiju,3554755,0.571,0.722
Tremembé,3554805,0.705,0.785
Três Fronteiras,3554904,0.646,0.753
Tuiuti,3554953,0.604,0.728
Tupã,3555000,0.691,0.771
Tupi Paulista,3555109,0.713,0.769
Turiúba,3555208,0.67,0.751
Turmalina,3555307,0.653,0.736
Ubarana,3555356,0.596,0.7
Ubatuba,3555406,0.633,0.751
Ubirajara,3555505,0.586,0.727
Uchoa,3555604,0.652,0.721
União Paulista,3555703,0.597,0.749
Urânia,3555802,0.655,0.746
Uru,3555901,0.645,0.712
Urupês,3556008,0.686,0.745
Valentim Gentil,3556107,0.651,0.735
Valinhos,3556206,0.741,0.819
Valparaíso,3556305,0.669,0.725
Vargem,3556354,0.596,0.699
Vargem Grande do Sul,3556404,0.635,0.737
Vargem Grande Paulista,3556453,0.659,0.77
Várzea Paulista,3556503,0.646,0.759
Vera Cruz,3556602,0.665,0.754
Vinhedo,3556701,0.749,0.817
Viradouro,3556800,0.646,0.739
Vista Alegre do Alto,3556909,0.668,0.744
Vitória Brasil,3556958,0.571,0.725
Votorantim,3557006,0.688,0.767
Votuporanga,3557105,0.723,0.79
Zacarias,3557154,0.64,0.729
Chavantes,3557204,0.642,0.729
Estiva Gerbi,3557303,0.638,0.74
Abatiá,4100103,0.553,0.687
Adrianópolis,4100202,0.542,0.667
Agudos do Sul,4100301,0.513,0.66
Almirante Tamandaré,4100400,0.583,0.699
Altamira do Paraná,4100459,0.496,0.667
Altônia,4100509,0.61,0.721
Alto Paraná,4100608,0.607,0.696
Alto Piquiri,4100707,0.587,0.676
Alvorada do Sul,4100806,0.646,0.708
Amaporã,4100905,0.592,0.669
Ampére,4101002,0.615,0.709
Anahy,4101051,0.595,0.695
Andirá,4101101,0.644,0.725
Ângulo,4101150,0.629,0.721
Antonina,4101200,0.582,0.687
Antônio Olinto,4101309,0.495,0.656
Apucarana,4101408,0.669,0.748
Arapongas,4101507,0.669,0.748
Arapoti,4101606,0.631,0.723
Arapuã,4101655,0.543,0.676
Araruna,4101705,0.602,0.704
Araucária,4101804,0.628,0.74
Ariranha do Ivaí,4101853,0.517,0.67
Assaí,4101903,0.618,0.728
Assis Chateaubriand,4102000,0.678,0.729
Astorga,4102109,0.639,0.747
Atalaia,4102208,0.651,0.736
Balsa Nova,4102307,0.605,0.696
Bandeirantes,4102406,0.641,0.727
Barbosa Ferraz,4102505,0.58,0.696
Barracão,4102604,0.613,0.706
Barra do Jacaré,4102703,0.663,0.744
Bela Vista da Caroba,4102752,0.545,0.681
Bela Vista do Paraíso,4102802,0.641,0.716
Bituruna,4102901,0.533,0.667
Boa Esperança,4103008,0.615,0.72
Boa Esperança do Iguaçu,4103024,0.565,0.7
Boa Ventura de São Roque,4103040,0.515,0.655
Boa Vista da Aparecida,4103057,0.559,0.67
Bocaiúva do Sul,4103107,0.523,0.64
Bom Jesus do Sul,4103156,0.544,0.697
Bom Sucesso,4103206,0.573,0.686
Bom Sucesso do Sul,4103222,0.638,0.742
Borrazópolis,4103305,0.595,0.717
Braganey,4103354,0.537,0.701
Brasilândia do Sul,4103370,0.582,0.681
Cafeara,4103404,0.586,0.693
Cafelândia,4103453,0.666,0.748
Cafezal do Sul,4103479,0.58,0.692
Califórnia,4103503,0.611,0.722
Cambará,4103602,0.645,0.721
Cambé,4103701,0.661,0.734
Cambira,4103800,0.633,0.725
Campina da Lagoa,4103909,0.598,0.704
Campina do Simão,4103958,0.491,0.63
Campina Grande do Sul,4104006,0.597,0.718
Campo Bonito,4104055,0.512,0.681
Campo do Tenente,4104105,0.55,0.686
Campo Largo,4104204,0.639,0.745
Campo Magro,4104253,0.579,0.701
Campo Mourão,4104303,0.675,0.757
Cândido de Abreu,4104402,0.46,0.629
Candói,4104428,0.509,0.635
Cantagalo,4104451,0.516,0.635
Capanema,4104501,0.607,0.706
Capitão Leônidas Marques,4104600,0.626,0.716
Carambeí,4104659,0.647,0.728
Carlópolis,4104709,0.59,0.713
Cascavel,4104808,0.692,0.782
Castro,4104907,0.613,0.703
Catanduvas,4105003,0.569,0.678
Centenário do Sul,4105102,0.603,0.668
Cerro Azul,4105201,0.45,0.573
Céu Azul,4105300,0.644,0.732
Chopinzinho,4105409,0.623,0.74
Cianorte,4105508,0.639,0.755
Cidade Gaúcha,4105607,0.608,0.718
Clevelândia,4105706,0.55,0.694
Colombo,4105805,0.63,0.733
Colorado,4105904,0.649,0.73
Congonhinhas,4106001,0.534,0.668
Conselheiro Mairinck,4106100,0.588,0.707
Contenda,4106209,0.601,0.681
Corbélia,4106308,0.625,0.738
Cornélio Procópio,4106407,0.689,0.759
Coronel Domingos Soares,4106456,0.426,0.6
Coronel Vivida,4106506,0.607,0.723
Corumbataí do Sul,4106555,0.507,0.638
Cruzeiro do Iguaçu,4106571,0.562,0.709
Cruzeiro do Oeste,4106605,0.623,0.717
Cruzeiro do Sul,4106704,0.582,0.713
Cruz Machado,4106803,0.492,0.664
Cruzmaltina,4106852,0.546,0.666
Curitiba,4106902,0.75,0.823
Curiúva,4107009,0.482,0.656
Diamante do Norte,4107108,0.613,0.723
Diamante do Sul,4107124,0.488,0.608
Diamante d'Oeste,4107157,0.532,0.644
Dois Vizinhos,4107207,0.658,0.767
Douradina,4107256,0.591,0.724
Doutor Camargo,4107306,0.648,0.746
Enéas Marques,4107405,0.634,0.752
Engenheiro Beltrão,4107504,0.65,0.73
Esperança Nova,4107520,0.584,0.689
Entre Rios do Oeste,4107538,0.714,0.761
Espigão Alto do Iguaçu,4107546,0.529,0.636
Farol,4107553,0.571,0.715
Faxinal,4107603,0.59,0.687
Fazenda Rio Grande,4107652,0.594,0.72
Fênix,4107702,0.601,0.716
Fernandes Pinheiro,4107736,0.526,0.645
Figueira,4107751,0.555,0.677
Floraí,4107801,0.67,0.745
Flor da Serra do Sul,4107850,0.583,0.682
Floresta,4107900,0.657,0.736
Florestópolis,4108007,0.571,0.701
Flórida,4108106,0.649,0.732
Formosa do Oeste,4108205,0.603,0.723
Foz do Iguaçu,4108304,0.663,0.751
Francisco Alves,4108320,0.576,0.669
Francisco Beltrão,4108403,0.683,0.774
Foz do Jordão,4108452,0.516,0.645
General Carneiro,4108502,0.532,0.652
Godoy Moreira,4108551,0.515,0.675
Goioerê,4108601,0.61,0.731
Goioxim,4108650,0.446,0.641
Grandes Rios,4108700,0.528,0.658
Guaíra,4108809,0.643,0.724
Guairaçá,4108908,0.593,0.693
Guamiranga,4108957,0.511,0.669
Guapirama,4109005,0.57,0.702
Guaporema,4109104,0.563,0.719
Guaraci,4109203,0.603,0.698
Guaraniaçu,4109302,0.575,0.677
Guarapuava,4109401,0.632,0.731
Guaraqueçaba,4109500,0.43,0.587
Guaratuba,4109609,0.613,0.717
Honório Serpa,4109658,0.529,0.683
Ibaiti,4109708,0.548,0.71
Ibema,4109757,0.531,0.685
Ibiporã,4109807,0.64,0.726
Icaraíma,4109906,0.61,0.666
Iguaraçu,4110003,0.659,0.758
Iguatu,4110052,0.559,0.703
Imbaú,4110078,0.521,0.622
Imbituva,4110102,0.54,0.66
Inácio Martins,4110201,0.491,0.6
Inajá,4110300,0.554,0.705
Indianópolis,4110409,0.629,0.724
Ipiranga,4110508,0.519,0.652
Iporã,4110607,0.601,0.706
Iracema do Oeste,4110656,0.584,0.707
Irati,4110706,0.617,0.726
Iretama,4110805,0.543,0.665
Itaguajé,4110904,0.596,0.707
Itaipulândia,4110953,0.633,0.738
Itambaracá,4111001,0.6,0.694
Itambé,4111100,0.658,0.746
Itapejara d'Oeste,4111209,0.608,0.731
Itaperuçu,4111258,0.474,0.637
Itaúna do Sul,4111308,0.567,0.656
Ivaí,4111407,0.536,0.651
Ivaiporã,4111506,0.623,0.73
Ivaté,4111555,0.574,0.706
Ivatuba,4111605,0.7,0.766
Jaboti,4111704,0.587,0.718
Jacarezinho,4111803,0.644,0.743
Jaguapitã,4111902,0.632,0.715
Jaguariaíva,4112009,0.617,0.743
Jandaia do Sul,4112108,0.66,0.747
Janiópolis,4112207,0.578,0.696
Japira,4112306,0.579,0.696
Japurá,4112405,0.627,0.712
Jardim Alegre,4112504,0.563,0.689
Jardim Olinda,4112603,0.576,0.682
Jataizinho,4112702,0.611,0.687
Jesuítas,4112751,0.626,0.705
Joaquim Távora,4112801,0.62,0.7
Jundiaí do Sul,4112900,0.597,0.688
Juranda,4112959,0.594,0.708
Jussara,4113007,0.637,0.718
Kaloré,4113106,0.629,0.721
Lapa,4113205,0.614,0.706
Laranjal,4113254,0.419,0.585
Laranjeiras do Sul,4113304,0.598,0.706
Leópolis,4113403,0.632,0.707
Lidianópolis,4113429,0.582,0.68
Lindoeste,4113452,0.56,0.666
Loanda,4113502,0.631,0.725
Lobato,4113601,0.69,0.744
Londrina,4113700,0.716,0.778
Luiziana,4113734,0.53,0.668
Lunardelli,4113759,0.565,0.69
Lupionópolis,4113809,0.615,0.71
Mallet,4113908,0.575,0.708
Mamborê,4114005,0.604,0.719
Mandaguaçu,4114104,0.632,0.718
Mandaguari,4114203,0.665,0.751
Mandirituba,4114302,0.568,0.655
Manfrinópolis,4114351,0.506,0.645
Mangueirinha,4114401,0.575,0.688
Manoel Ribas,4114500,0.585,0.716
Marechal Cândido Rondon,4114609,0.705,0.774
Maria Helena,4114708,0.58,0.703
Marialva,4114807,0.647,0.735
Marilândia do Sul,4114906,0.59,0.691
Marilena,4115002,0.575,0.681
Mariluz,4115101,0.528,0.639
Maringá,4115200,0.74,0.808
Mariópolis,4115309,0.646,0.698
Maripá,4115358,0.704,0.758
Marmeleiro,4115408,0.594,0.722
Marquinho,4115457,0.433,0.614
Marumbi,4115507,0.604,0.721
Matelândia,4115606,0.646,0.725
Matinhos,4115705,0.635,0.743
Mato Rico,4115739,0.483,0.632
Mauá da Serra,4115754,0.526,0.652
Medianeira,4115804,0.665,0.763
Mercedes,4115853,0.654,0.74
Mirador,4115903,0.567,0.68
Miraselva,4116000,0.659,0.748
Missal,4116059,0.658,0.711
Moreira Sales,4116109,0.567,0.675
Morretes,4116208,0.573,0.686
Munhoz de Melo,4116307,0.646,0.726
Nossa Senhora das Graças,4116406,0.612,0.709
Nova Aliança do Ivaí,4116505,0.656,0.717
Nova América da Colina,4116604,0.563,0.698
Nova Aurora,4116703,0.649,0.733
Nova Cantu,4116802,0.528,0.658
Nova Esperança,4116901,0.631,0.722
Nova Esperança do Sudoeste,4116950,0.576,0.714
Nova Fátima,4117008,0.626,0.688
Nova Laranjeiras,4117057,0.528,0.642
Nova Londrina,4117107,0.681,0.758
Nova Olímpia,4117206,0.611,0.71
Nova Santa Bárbara,4117214,0.608,0.68
Nova Santa Rosa,4117222,0.669,0.731
Nova Prata do Iguaçu,4117255,0.591,0.716
Nova Tebas,4117271,0.535,0.651
